名稱zh,名稱en,國籍zh,國籍en,能力,潛力,偏好位置總數,偏好位置1,偏好位置2,偏好位置3,年齡,Hits,球隊zh,球隊en,租借球隊zh,租借球隊en
Marcos Peano,Marcos Peano,阿根廷,Argentina,66,74,1,GK,,,21,0,聖達菲聯,Unión de Santa Fe,,
Yuji Kajikawa,Yuji Kajikawa,日本,Japan,66,66,1,GK,,,28,0,橫濱水手,Yokohama F・Marinos,,
Moussa Sanoh,Moussa Sanoh,荷蘭,Netherlands,66,72,3,RW,LM,RM,24,0,沃倫塔里,Fotbal Club Voluntari,加斯梅登,On loan from: Clubul Sportiv Gaz Metan Mediaș
Tomoya Koyamatsu,Tomoya Koyamatsu,日本,Japan,66,69,2,RM,LM,,25,0,鳥棲砂岩,Sagan Tosu,,
Vítor Costa,Vítor Costa,巴西,Brazil,66,70,2,LWB,LB,,26,0,朗斯,Racing Club de Lens,,
Emanuel Dening,Emanuel Dening,阿根廷,Argentina,66,66,2,ST,RM,,31,0,堤格雷,Club Atlético Tigre,,
Stefan Silva,Stefan Silva,瑞典,Sweden,66,66,2,ST,LM,,30,0,AIK蘇納,AIK,,
Mark Travers,Mark Travers,愛爾蘭,Republic of Ireland,66,78,1,GK,,,21,2,般尼茅夫,AFC Bournemouth,,
Juan David Ríos,Juan David Ríos,哥倫比亞,Colombia,66,66,2,CDM,CM,,28,0,杜利馬,Deportes Tolima,,
Fernand Mayembo,Fernand Mayembo,剛果,Congo,66,74,1,CB,,,24,0,勒哈弗爾,Havre Athletic Club,,
Richie Laryea,Richie Laryea,加拿大,Canada,66,71,3,RB,RM,RWB,25,0,FC多倫多,Toronto FC,,
Dany Cure,Dany Cure,委內瑞拉,Venezuela,66,66,3,RM,LM,RB,30,0,中央科爾多瓦,Club Atlético Central Córdoba,,
Tsubasa Endoh,Tsubasa Endoh,日本,Japan,66,67,3,RM,LM,CM,26,0,FC多倫多,Toronto FC,,
Mārcis Ošs,Mārcis Ošs,拉脫維亞,Latvia,66,68,1,CB,,,28,0,納沙泰爾,Neuchâtel Xamax FCS,,
Randell Williams,Randell Williams,英格蘭,England,66,74,3,RW,RM,RWB,23,2,埃克塞特,Exeter City,,
Joni Montiel,Joni Montiel,西班牙,Spain,66,79,3,CAM,RM,LM,21,1,華歷簡奴,Rayo Vallecano,,
Yan Dhanda,Yan Dhanda,英格蘭,England,66,76,2,CAM,LM,,21,0,史雲斯,Swansea City,,
Jesper Karlsson,Jesper Karlsson,瑞典,Sweden,66,76,2,RM,RW,,21,0,艾夫斯堡,IF Elfsborg,,
Keinan Davis,Keinan Davis,英格蘭,England,66,76,1,ST,,,22,0,阿士東維拉,Aston Villa,,
Kevin Salazar,Kevin Salazar,哥倫比亞,Colombia,66,73,1,CAM,,,24,0,伊基達,La Equidad,,
James Aguirre,James Aguirre,哥倫比亞,Colombia,66,70,1,GK,,,28,0,布卡拉曼加體育會,Atlético Bucaramanga,,
Simon Banza,Simon Banza,法國,France,66,74,1,ST,,,23,0,朗斯,Racing Club de Lens,,
Fabian Reese,Fabian Reese,德國,Germany,66,76,3,RM,ST,LM,22,0,基爾,Holstein Kiel,,
Dennis Widgren,Dennis Widgren,瑞典,Sweden,66,69,1,LB,,,26,0,哈馬比,Hammarby IF,,
João Costa,João Costa,葡萄牙,Portugal,66,74,1,GK,,,24,0,CF格蘭納達,Granada CF,,
Emmanuel Ntim,Emmanuel Ntim,迦納,Ghana,66,74,2,CB,RB,,24,0,華倫西恩斯,Valenciennes FC,,
Marcus Browne,Marcus Browne,英格蘭,England,66,75,2,LW,LM,,22,0,牛津聯,Oxford United,米杜士堡,On loan from: Middlesbrough
Miloš Pantović,Miloš Pantović,塞爾維亞,Serbia,66,74,3,RM,CAM,LM,23,0,波琴,VfL Bochum 1848,,
Morgan Poaty,Morgan Poaty,法國,France,66,76,2,LB,LWB,,22,0,甘岡,En Avant Guingamp,,
Olaortua,Olaortua,西班牙,Spain,66,71,1,CB,,,26,0,桑坦德,Real Racing Club,,
Adri Castellano,Adri Castellano,西班牙,Spain,66,71,2,LB,CB,,26,0,紐文西亞,CD Numancia,,
Mihai Roman,Mihai Roman,羅馬尼亞,Romania,66,66,1,ST,,,28,0,CS 卡拉奧華大學,U Craiova 1948 Club Sportiv,,
Aiden O'Neill,Aiden O'Neill,澳洲,Australia,66,73,1,CM,,,21,0,布里斯班獅吼,Brisbane Roar,般尼,On loan from: Burnley
Nacho,Nacho,西班牙,Spain,66,66,3,RM,LM,RB,27,0,紐文西亞,CD Numancia,,
Matej Pučko,Matej Pučko,斯洛文尼亞,Slovenia,66,67,3,RM,LM,ST,26,0,哥羅那,Korona Kielce,,
Máté Vida,Máté Vida,匈牙利,Hungary,66,74,1,CDM,,,24,0,自由身球員,Free Agents,,
Roberto Pirrello,Roberto Pirrello,意大利,Italy,66,76,2,CB,RB,,24,0,特拉帕尼,Trapani,安玻里,On loan from: Empoli
Jhon Vásquez,Jhon Vásquez,哥倫比亞,Colombia,66,69,2,RM,ST,,25,0,卡利,Deportivo Cali,阿利安薩,On loan from: Alianza Petrolera
Crysan,Crysan,巴西,Brazil,66,73,2,LW,ST,,23,2,辛達卡拉,Santa Clara,,
Alessio Da Cruz,Alessio Da Cruz,荷蘭,Netherlands,66,74,2,LW,ST,,23,1,錫周三,Sheffield Wednesday,帕爾馬,On loan from: Parma
Flávio Triginho,Flávio Triginho,巴西,Brazil,66,66,1,ST,,,24,0,保地花高,Botafogo,,
Emílio Trevões,Emílio Trevões,巴西,Brazil,66,66,2,ST,LW,,32,0,戈亞斯,Goiás,,
Danilo Sacrio,Danilo Sacrio,巴西,Brazil,66,66,1,ST,,,28,1,福塔雷薩,Fortaleza,,
Lorenzao Masca,Lorenzao Masca,巴西,Brazil,66,66,1,ST,,,24,0,高士路,Cruzeiro,,
Nazario Serpe,Nazario Serpe,巴西,Brazil,66,66,2,CDM,CB,,28,0,巴希亞,Bahia,,
Pedro Sousenha,Pedro Sousenha,巴西,Brazil,66,68,1,RM,,,20,0,彭美拉斯,Palmeiras,,
Leyvin Balanta,Leyvin Balanta,哥倫比亞,Colombia,66,66,2,LB,LM,,29,1,杜利馬,Deportes Tolima,,
Dilson Calegari,Dilson Calegari,巴西,Brazil,66,66,2,CAM,LM,,24,0,戈亞斯,Goiás,,
Edenildo Lagoas,Edenildo Lagoas,巴西,Brazil,66,66,2,RB,CB,,20,1,施亞拉體育會,Ceará Sporting Club,,
Botelhinonsa,Botelhinonsa,巴西,Brazil,66,66,1,RB,,,20,1,帕拉尼恩斯,Club Athletico Paranaense,,
Narcisso Mau,Narcisso Mau,巴西,Brazil,66,66,2,LB,RB,,20,1,施亞拉體育會,Ceará Sporting Club,,
Jailson Acuna,Jailson Acuna,巴西,Brazil,66,66,1,GK,,,32,0,艾華爾,Avaí,,
Dejan Dražić,Dejan Dražić,塞爾維亞,Serbia,66,72,2,RW,CM,,24,1,盧賓扎格列比,Zagłębie Lubin,,
Anthony Maisonnial,Anthony Maisonnial,法國,France,66,71,1,GK,,,22,0,FC巴黎,Paris FC,,
Dominik Schad,Dominik Schad,德國,Germany,66,71,2,RB,RM,,23,0,凱沙羅頓,1. FC Kaiserslautern,,
Nando García,Nando García,西班牙,Spain,66,69,2,RM,LM,,26,0,桑坦德,Real Racing Club,,
Lawrence Ati Zigi,Lawrence Ati Zigi,迦納,Ghana,66,76,1,GK,,,23,0,聖加倫 1879,FC St. Gallen 1879,,
Andrea Gasbarro,Andrea Gasbarro,意大利,Italy,66,70,3,LB,CB,LM,25,0,波代諾內,Pordenone,利佛諾,On loan from: Livorno
Joshua Emmanuel,Joshua Emmanuel,英格蘭,England,66,74,1,RB,,,22,0,保頓,Bolton Wanderers,,
Myles Kenlock,Myles Kenlock,英格蘭,England,66,75,2,LB,LWB,,23,0,葉士域治,Ipswich Town,,
Julian Lelieveld,Julian Lelieveld,荷蘭,Netherlands,66,72,1,RB,,,22,1,維迪斯,Vitesse,,
Lucas Ahijado,Lucas Ahijado,西班牙,Spain,66,71,2,RB,RM,,25,0,奧維多,R. Oviedo,,
Julian Ryerson,Julian Ryerson,挪威,Norway,66,74,3,RB,CDM,RM,22,0,柏林聯,1. FC Union Berlin,,
Alexander Munksgaard,Alexander Munksgaard,丹麥,Denmark,66,73,1,RB,,,22,1,阿曉斯,Aarhus AGF,,
Óscar Pinchi,Óscar Pinchi,西班牙,Spain,66,75,1,ST,,,24,0,埃克達馬度拉,Extremadura UD,,
Javier Parraguez,Javier Parraguez,智利,Chile,66,66,1,ST,,,30,0,高路高路,Colo-Colo,,
Ricardo Chávez,Ricardo Chávez,墨西哥,Mexico,66,71,2,RB,CM,,25,1,尼卡沙,Club Necaxa,,
Osvaldo Rodríguez,Osvaldo Rodríguez,墨西哥,Mexico,66,75,1,LB,,,23,0,利昂,Club León,,
Nico Antonitsch,Nico Antonitsch,奧地利,Austria,66,67,2,CB,RB,,28,0,恩高斯達特,FC Ingolstadt 04,,
Tsiy-William Ndenge,Tsiy-William Ndenge,德國,Germany,66,75,2,CDM,CM,,23,0,琉森,FC Luzern,,
Bright Enobakhare,Bright Enobakhare,尼日利亞,Nigeria,66,74,1,CAM,,,22,2,狼隊,Wolverhampton Wanderers,,
Christian Schoissengeyr,Christian Schoissengeyr,奧地利,Austria,66,71,1,CB,,,25,0,奧地利維也納,FK Austria Wien,,
Philipp Ochs,Philipp Ochs,德國,Germany,66,74,3,LM,ST,LB,23,0,漢諾威,Hannover 96,,
Uroš Korun,Uroš Korun,斯洛文尼亞,Slovenia,66,66,1,CB,,,33,0,皮亞斯,Piast Gliwice,,
Simone Rapp,Simone Rapp,瑞士,Switzerland,66,67,1,ST,,,27,0,杜安,FC Thun,,
Renzo Zambrano,Renzo Zambrano,委內瑞拉,Venezuela,66,72,3,CDM,CM,RM,25,0,波特蘭伐木者,Portland Timbers,,
Mike-Steven Bähre,Mike-Steven Bähre,德國,Germany,66,73,2,CAM,CM,,24,0,班士利,Barnsley,,
Lukian,Lukian,巴西,Brazil,66,66,1,ST,,,28,0,岩田,Júbilo Iwata,,
Nico Hammann,Nico Hammann,德國,Germany,66,66,3,CB,LB,CDM,32,0,卡爾斯耶拿,FC Carl Zeiss Jena,,
Stephen Humphrys,Stephen Humphrys,英格蘭,England,66,74,1,ST,,,22,0,修安聯,Southend United,,
Ariajasuru Hasegawa,Ariajasuru Hasegawa,日本,Japan,66,66,3,ST,CF,CAM,31,0,名古屋鯨魚,Nagoya Grampus,,
Jordan Thorniley,Jordan Thorniley,英格蘭,England,66,75,2,CB,LB,,23,0,黑池,Blackpool,,
Dave Gnaase,Dave Gnaase,德國,Germany,66,72,3,CDM,CM,CAM,23,0,禾斯貝加踢球者,FC Würzburger Kickers,,
Jake Mulraney,Jake Mulraney,愛爾蘭,Republic of Ireland,66,72,2,LM,LWB,,24,0,亞特蘭大聯,Atlanta United,,
Jorrit Smeets,Jorrit Smeets,荷蘭,Netherlands,66,71,2,CM,CDM,,25,0,幸運薛達,Fortuna Sittard,,
Robert Herrera,Robert Herrera,烏拉圭,Uruguay,66,66,1,CB,,,31,0,彭拿路,Club Atlético Peñarol,,
Christian Jakobsen,Christian Jakobsen,丹麥,Denmark,66,67,2,CAM,LM,,27,0,桑德捷斯基,SønderjyskE,,
Branislav Niňaj,Branislav Niňaj,斯洛伐克,Slovakia,66,68,1,CB,,,26,0,幸運薛達,Fortuna Sittard,,
Sakıb Aytaç,Sakıb Aytaç,土耳其,Turkey,66,66,2,LB,LM,,28,0,馬拉提斯堡,Yeni Malatyaspor,,
Søren Reese,Søren Reese,丹麥,Denmark,66,70,1,CB,,,26,0,艾斯堡,Esbjerg fB,米迪蘭特,On loan from: FC Midtjylland
Giuseppe Panico,Giuseppe Panico,意大利,Italy,66,76,2,ST,CF,,23,0,薛達迪拿,Cittadella,,
Benedikt Gimber,Benedikt Gimber,德國,Germany,66,75,2,CDM,CB,,23,0,雷根斯堡足球俱樂部,SSV Jahn Regensburg,,
Agustín Doffo,Agustín Doffo,阿根廷,Argentina,66,73,2,CAM,RM,,25,0,高隆,Colón de Santa Fe,,
Otegui,Otegui,西班牙,Spain,66,79,2,CDM,CM,,22,0,紐文西亞,CD Numancia,奧沙辛拿,On loan from: CA Osasuna
Raimundo Rebolledo,Raimundo Rebolledo,智利,Chile,66,70,2,RB,LB,,23,0,天主教大學,Universidad Católica,,
Felipe Fritz,Felipe Fritz,智利,Chile,66,76,1,LW,,,22,0,艾斯賓路拿,Unión Española,,
Lukas Görtler,Lukas Görtler,德國,Germany,66,69,3,CM,RM,CAM,26,0,聖加倫 1879,FC St. Gallen 1879,,
Abdulrahman Al Obaid,Abdulrahman Al Obaid,沙地阿拉伯,Saudi Arabia,66,67,1,LB,,,27,2,艾拿沙,Al Nassr,,
Mohammed Abdu Khubrani,Mohammed Abdu Khubrani,沙地阿拉伯,Saudi Arabia,66,69,1,CB,,,26,1,吉達艾阿里,Al Ahli,,
Andreas Hanche-Olsen,Andreas Hanche-Olsen,挪威,Norway,66,75,3,CB,RB,LB,23,0,史達比克,Stabæk Fotball,,
Connor Ronan,Connor Ronan,愛爾蘭,Republic of Ireland,66,76,3,CM,LM,CAM,22,0,黑池,Blackpool,狼隊,On loan from: Wolverhampton Wanderers
Wes Harding,Wes Harding,英格蘭,England,66,74,2,RB,CB,,23,0,伯明翰,Birmingham City,,
Álvaro Angulo,Álvaro Angulo,哥倫比亞,Colombia,66,75,1,LB,,,23,1,阿古拿斯,Rionegro Águilas,,
Oh Seung Hoon,Oh Seung Hoon,大韓民國,Korea Republic,66,66,1,GK,,,32,0,濟州聯,Jeju United FC,,
Leandro Vega,Leandro Vega,阿根廷,Argentina,66,71,2,CB,LB,,24,0,艾美歷克,CS Emelec,,
Zhang Yuning,Zhang Yuning,中華人民共和國,China PR,66,72,1,ST,,,23,1,北京中赫國安足球俱樂部,Beijing Sinobo Guoan FC,,
Lee Yeong Jae,Lee Yeong Jae,大韓民國,Korea Republic,66,71,2,CM,LM,,25,0,FC江原,Gangwon FC,,
Jang Yun Ho,Jang Yun Ho,大韓民國,Korea Republic,66,70,2,CM,CDM,,23,0,全北汽車,Jeonbuk Hyundai Motors,,
Róbert Mazáň,Róbert Mazáň,斯洛伐克,Slovakia,66,69,1,LB,,,26,0,特內里費,CD Tenerife,切爾達,On loan from: RC Celta
Nicola Dalmonte,Nicola Dalmonte,意大利,Italy,66,77,2,LM,LW,,22,0,特拉帕尼,Trapani,熱拿亞,On loan from: Genoa
Almir Soto,Almir Soto,哥倫比亞,Colombia,66,71,3,CM,CDM,RB,25,0,帕特里奧坦斯,Patriotas Boyacá FC,,
Stian Aasmundsen,Stian Aasmundsen,挪威,Norway,66,66,2,CM,CDM,,30,0,莫達倫,Mjøndalen IF,,
Daniel Barlaser,Daniel Barlaser,英格蘭,England,66,75,2,CM,CDM,,23,0,洛達咸,Rotherham United,紐卡素,On loan from: Newcastle United
Maximiliano Calzada,Maximiliano Calzada,烏拉圭,Uruguay,66,66,2,CM,CDM,,30,0,河床,Club Atlético River Plate,,
Lukas Klemenz,Lukas Klemenz,波蘭,Poland,66,70,1,CB,,,24,0,克拉科夫,Wisła Kraków,,
Alan Empereur,Alan Empereur,巴西,Brazil,66,69,2,CB,LB,,26,0,維羅納,Hellas Verona,,
David Milinković,David Milinković,法國,France,66,68,2,LM,LW,,26,0,溫哥華白帽,Vancouver Whitecaps FC,侯城,On loan from: Hull City
Marko Dugandžić,Marko Dugandžić,克羅地亞,Croatia,66,69,1,ST,,,26,0,博托沙尼,Fotbal Club Botoșani,,
Kim Sung Ju,Kim Sung Ju,大韓民國,Korea Republic,66,66,2,LM,LB,,29,0,仁川聯,Incheon United FC,,
Diego Moreno,Diego Moreno,哥倫比亞,Colombia,66,75,3,CDM,CM,CAM,24,0,馬里迪莫,Marítimo,希拿體育會,On loan from: Atlético Huila
Facundo Altamirano,Facundo Altamirano,阿根廷,Argentina,66,74,1,GK,,,24,0,班菲特,Club Atlético Banfield,,
Alessio Vita,Alessio Vita,意大利,Italy,66,66,3,RM,CM,LM,27,0,薛達迪拿,Cittadella,,
César Carrillo,César Carrillo,哥倫比亞,Colombia,66,67,2,CDM,CM,,27,0,米倫拿列奧,Millonarios FC,,
Marvin Vallecilla,Marvin Vallecilla,哥倫比亞,Colombia,66,66,1,LB,,,29,0,帕斯度,Deportivo Pasto,,
Berkan Emir,Berkan Emir,土耳其,Turkey,66,66,1,LB,,,32,0,葛迪比,Göztepe SK,,
Taylor Moore,Taylor Moore,英格蘭,England,66,75,1,CB,,,23,0,黑池,Blackpool,布里斯托城,On loan from: Bristol City
Gianluca Scamacca,Gianluca Scamacca,意大利,Italy,66,79,1,ST,,,21,0,阿斯科利,Ascoli,,
David Atanga,David Atanga,迦納,Ghana,66,73,3,RM,CAM,ST,23,0,基爾,Holstein Kiel,,
Mauro Laínez,Mauro Laínez,墨西哥,Mexico,66,72,3,LW,LM,RM,24,0,迪祖亞拿,Club Tijuana,,
Joel Amoroso,Joel Amoroso,阿根廷,Argentina,66,66,2,RM,LM,,32,0,梅格,FBC Melgar,,
Felipe Banguero,Felipe Banguero,哥倫比亞,Colombia,66,66,1,LB,,,31,0,米倫拿列奧,Millonarios FC,,
Hernán Figueredo,Hernán Figueredo,烏拉圭,Uruguay,66,66,2,CAM,CDM,,35,0,蒙特維多利物浦,Liverpool Fútbol Club,,
Diego Martínez,Diego Martínez,哥倫比亞,Colombia,66,66,1,GK,,,30,0,帕斯度,Deportivo Pasto,,
Franz Brorsson,Franz Brorsson,瑞典,Sweden,66,70,1,CB,,,24,0,艾斯堡,Esbjerg fB,馬模,On loan from: Malmö FF
Michael Covea,Michael Covea,委內瑞拉,Venezuela,66,67,2,RM,CM,,26,0,米拿羅斯,Mineros de Guayana,,
Federico Dimarco,Federico Dimarco,意大利,Italy,66,74,2,LB,LM,,22,0,維羅納,Hellas Verona,國際米蘭,On loan from: Inter
Carlos Lobos,Carlos Lobos,智利,Chile,66,75,2,CM,CDM,,23,0,維拿迪馬愛華頓,CD Everton de Viña del Mar,,
Lorenzo Andrenacci,Lorenzo Andrenacci,意大利,Italy,66,68,1,GK,,,25,0,布雷西亞,Brescia,,
Jafar Arias,Jafar Arias,古拉索,Curacao,66,70,1,ST,,,25,0,安曼,FC Emmen,,
Akieme,Akieme,西班牙,Spain,66,75,1,LB,,,22,3,巴塞隆拿,FC Barcelona,,
Erik Janža,Erik Janža,斯洛文尼亞,Slovenia,66,68,1,LB,,,27,0,薩比利斯,Górnik Zabrze,,
Quentin Lecoeuche,Quentin Lecoeuche,法國,France,66,69,2,LB,LM,,26,0,羅連安特,FC Lorient,,
Julián Benítez,Julián Benítez,巴拉圭,Paraguay,66,66,2,ST,LM,,33,0,巴拉圭國民隊,Club Nacional,,
Burak Çamoğlu,Burak Çamoğlu,土耳其,Turkey,66,71,1,RM,,,23,0,卡爾斯魯厄,Karlsruher SC,,
George Dobson,George Dobson,英格蘭,England,66,73,2,CM,CDM,,22,2,新特蘭,Sunderland,,
Ilias Chatzitheodoridis,Ilias Chatzitheodoridis,希臘,Greece,66,73,2,LM,LB,,22,0,彭拿典奈高斯,Panathinaikos FC,,
Kuki Zalazar,Kuki Zalazar,西班牙,Spain,66,77,3,CAM,RM,ST,22,0,華拉度列,R. Valladolid CF,,
Seydou Sy,Seydou Sy,塞內加爾,Senegal,66,74,1,GK,,,24,1,摩納哥,AS Monaco Football Club SA,,
Kane Vincent-Young,Kane Vincent-Young,英格蘭,England,66,73,3,LB,LWB,RB,24,0,葉士域治,Ipswich Town,,
Nicola Citro,Nicola Citro,意大利,Italy,66,66,1,ST,,,31,0,費辛隆尼,Frosinone,,
Andrés Murillo,Andrés Murillo,哥倫比亞,Colombia,66,73,1,CB,,,24,0,伊基達,La Equidad,,
Dario Van den Buijs,Dario Van den Buijs,比利時,Belgium,66,72,1,CB,,,24,0,荷華高斯,Heracles Almelo,,
Nathan,Nathan,巴西,Brazil,66,73,1,CB,,,25,0,蘇黎世,FC Zürich,,
Jack Hendry,Jack Hendry,蘇格蘭,Scotland,66,70,1,CB,,,25,0,墨爾本城,Melbourne City,些路迪,On loan from: Celtic
Sessi D'Almeida,Sessi D'Almeida,貝南,Benin,66,71,1,CM,,,24,0,華倫西恩斯,Valenciennes FC,,
Alex Bass,Alex Bass,英格蘭,England,66,78,1,GK,,,22,1,樸茨茅夫,Portsmouth,,
Mattia Vitale,Mattia Vitale,意大利,Italy,66,73,1,CM,,,22,1,費辛隆尼,Frosinone,史帕爾,On loan from: SPAL
Ronaldo Cisneros,Ronaldo Cisneros,墨西哥,Mexico,66,73,1,ST,,,23,0,瓜達拉哈拉,Guadalajara,,
Giovanni Di Noia,Giovanni Di Noia,意大利,Italy,66,69,1,CM,,,25,0,基爾禾,Chievo Verona,,
Miroslav Čovilo,Miroslav Čovilo,波斯尼亞和黑塞哥維那,Bosnia & Herzegovina,66,66,2,CDM,CB,,34,0,盧加諾,FC Lugano,,
Arturo Molina,Arturo Molina,西班牙,Spain,66,73,2,CAM,RM,,24,0,利雲特,Levante UD,,
André Moreira,André Moreira,葡萄牙,Portugal,66,74,1,GK,,,24,0,比蘭倫斯,Belenenses,,
Rafael Ramos,Rafael Ramos,葡萄牙,Portugal,66,70,1,RB,,,25,0,辛達卡拉,Santa Clara,,
Bonke Innocent,Bonke Innocent,尼日利亞,Nigeria,66,74,2,CDM,CM,,24,0,馬模,Malmö FF,,
Amahl Pellegrino,Amahl Pellegrino,挪威,Norway,66,66,2,LM,LW,,30,1,基斯迪辛特,Kristiansund BK,,
Greg Docherty,Greg Docherty,蘇格蘭,Scotland,66,74,1,CM,,,23,0,喜伯年,Hibernian,格拉斯哥流浪,On loan from: Rangers FC
Steve Rouiller,Steve Rouiller,瑞士,Switzerland,66,67,1,CB,,,29,0,塞維特足球會,Servette FC,,
Sergiy Bolbat,Sergiy Bolbat,烏克蘭,Ukraine,66,69,1,RB,,,27,0,薩克達,Shakhtar Donetsk,,
Romain Gall,Romain Gall,美國,United States,66,69,2,RM,LM,,25,0,史達比克,Stabæk Fotball,馬模,On loan from: Malmö FF
Taylan Antalyalı,Taylan Antalyalı,土耳其,Turkey,66,70,2,CM,CDM,,25,1,加拉塔沙雷,Galatasaray SK,,
Li Ang,Li Ang,中華人民共和國,China PR,66,71,2,CB,CDM,,26,0,江蘇蘇寧足球俱樂部蘇寧易購隊,Jiangsu Suning FC,,
Kamil Wojtkowski,Kamil Wojtkowski,波蘭,Poland,66,76,1,CAM,,,22,0,克拉科夫,Wisła Kraków,,
He Guan,He Guan,中華人民共和國,China PR,66,69,1,CB,,,27,0,上海上港集團足球俱樂部,Shanghai SIPG FC,,
Lü Wenjun,Lü Wenjun,中華人民共和國,China PR,66,66,3,ST,RW,LW,31,0,上海上港集團足球俱樂部,Shanghai SIPG FC,,
Zhao Honglue,Zhao Honglue,中華人民共和國,China PR,66,66,3,LB,RB,RM,30,0,天津泰達足球俱樂部,Tianjin TEDA FC,,
Mario Šitum,Mario Šitum,克羅地亞,Croatia,66,66,3,LM,RM,RB,28,0,卡塞利,Kayserispor,,
Germán Gutiérrez,Germán Gutiérrez,哥倫比亞,Colombia,66,66,1,LB,,,30,0,布卡拉曼加體育會,Atlético Bucaramanga,,
Furkan Soyalp,Furkan Soyalp,土耳其,Turkey,66,71,3,CM,CDM,CAM,25,0,加辛塔BB,Gazişehir Gaziantep Futbol Kulübü,伊斯坦堡,On loan from: Medipol Başakşehir FK
Andy Cannon,Andy Cannon,英格蘭,England,66,73,2,CAM,CM,,24,0,樸茨茅夫,Portsmouth,,
Matías Orihuela,Matías Orihuela,阿根廷,Argentina,66,66,2,LB,LM,,28,0,紐維爾舊生,Newell's Old Boys,,
Oskar Zawada,Oskar Zawada,波蘭,Poland,66,70,1,ST,,,24,0,格丁尼亞,Arka Gdynia,華沙普洛克,On loan from: Wisła Płock
Mario Bilate,Mario Bilate,荷蘭,Netherlands,66,66,1,ST,,,28,0,RKC華域克,RKC Waalwijk,,
Alessandro Ciranni,Alessandro Ciranni,比利時,Belgium,66,71,2,RB,RWB,,24,0,梅斯干,Royal Excel Mouscron,,
Lewie Coyle,Lewie Coyle,英格蘭,England,66,72,1,RB,,,24,0,費列活特,Fleetwood Town,,
Nolan Mbemba,Nolan Mbemba,法國,France,66,71,3,CM,CDM,RB,25,1,蘭斯,Stade de Reims,,
Marco Komenda,Marco Komenda,德國,Germany,66,73,1,CB,,,23,0,梅彭,SV Meppen,,
Pedro Chirivella,Pedro Chirivella,西班牙,Spain,66,74,2,CM,CDM,,23,1,利物浦,Liverpool,,
José Suárez,José Suárez,西班牙,Spain,66,73,1,GK,,,24,0,傑羅納,Girona FC,,
Paolo Fernandes,Paolo Fernandes,西班牙,Spain,66,75,2,RM,CAM,,21,0,佩魯賈,Perugia,,
Lucas Pirard,Lucas Pirard,比利時,Belgium,66,69,1,GK,,,25,0,比華倫,Waasland-Beveren,,
Pierre Lemonnier,Pierre Lemonnier,法國,France,66,69,1,CB,,,26,0,勒芒足球會,Le Mans FC,,
Martín Alaníz,Martín Alaníz,烏拉圭,Uruguay,66,66,2,LM,RM,,27,0,SC 迪爾芬,Delfín Sporting Club,,
Ali Şaşal Vural,Ali Şaşal Vural,土耳其,Turkey,66,68,1,GK,,,29,0,施華斯堡,Sivasspor,,
Marco Schuster,Marco Schuster,德國,Germany,66,72,1,CDM,,,24,0,曼海姆,Sportverein Waldhof Mannheim 07 e.V.,,
Markus Wostry,Markus Wostry,奧地利,Austria,66,68,1,CB,,,27,0,寧斯,LASK Linz,,
Luis Ruiz,Luis Ruiz,西班牙,Spain,66,67,1,LB,,,28,0,拉科魯尼亞,RC Deportivo,,
Ibréhima Coulibaly,Ibréhima Coulibaly,茅利塔尼亞,Mauritania,66,66,2,CDM,CM,,30,0,格勒諾布爾 38,Grenoble Foot 38,,
Thomas Renault,Thomas Renault,法國,France,66,66,1,GK,,,36,0,奧連斯,US Orléans Loiret Football,,
Lukas Jäger,Lukas Jäger,奧地利,Austria,66,70,3,CDM,CB,CM,26,0,格拉茨,SK Sturm Graz,,
Markus Ballmert,Markus Ballmert,德國,Germany,66,67,2,RB,CDM,,26,0,梅彭,SV Meppen,,
Zé Manuel,Zé Manuel,葡萄牙,Portugal,66,66,2,LW,ST,,29,0,辛達卡拉,Santa Clara,,
Akim Zedadka,Akim Zedadka,法國,France,66,70,1,RB,,,25,0,克萊蒙特,Clermont Foot 63,,
Mustafa Akbaş,Mustafa Akbaş,土耳其,Turkey,66,66,2,CB,LB,,30,0,馬拉提斯堡,Yeni Malatyaspor,,
José León,José León,西班牙,Spain,66,73,2,CB,LB,,25,0,富恩拉夫拉達,CF Fuenlabrada,,
Paul Gladon,Paul Gladon,荷蘭,Netherlands,66,66,1,ST,,,28,0,威廉二世,Willem II,,
Muammer Yıldırım,Muammer Yıldırım,土耳其,Turkey,66,66,1,GK,,,29,0,施華斯堡,Sivasspor,,
Federico Palacios Martínez,Federico Palacios Martínez,西班牙,Spain,66,71,2,ST,CAM,,25,2,雷根斯堡足球俱樂部,SSV Jahn Regensburg,,
Nahuel Yeri,Nahuel Yeri,阿根廷,Argentina,66,66,3,CM,RB,RM,28,0,阿度斯維,Club Atlético Aldosivi,,
Mauro Coppolaro,Mauro Coppolaro,意大利,Italy,66,75,2,RB,CB,,23,0,基亞瓦里,Chiavari,,
Ferhat Görgülü,Ferhat Görgülü,荷蘭,Netherlands,66,67,1,CB,,,28,0,安曼,FC Emmen,,
Josh Ginnelly,Josh Ginnelly,英格蘭,England,66,71,2,LM,RM,,23,0,布里斯托流浪,Bristol Rovers,普雷斯頓,On loan from: Preston North End
